id,src,tags,svgPath,composition,startTime,endTime,setPath
,"/Clips/Bach Mov 5 v2_[FL, HR, T, UL]_[0,27,94]_[0,40,438] [2021-09-26 124543].wav","FL, HR, T, UL","M0, 23C25.063999999999997,22.333333333333332 108.61066666666665,17 150.384,19C192.15733333333333,21 225.576,34.166666666666664 250.64,35C275.704,35.833333333333336 275.70399999999995,25.5 300.768,24C325.83199999999994,22.5 375.96000000000004,27.666666666666668 401.024,26C426.088,24.333333333333332 442.79733333333326,20.666666666666668 451.152,14C459.50666666666666,7.333333333333333 459.50666666666666,-7.333333333333333 451.152,-14C442.79733333333326,-20.666666666666668 417.7333333333334,-24.833333333333332 401.024,-26C384.31466666666665,-27.166666666666668 375.96,-19.5 350.89599999999996,-21C325.83199999999994,-22.5 284.0586666666666,-35.333333333333336 250.64,-35C217.22133333333332,-34.666666666666664 192.15733333333333,-21 150.384,-19C108.61066666666665,-17 25.063999999999997,-30 0,-23C-25.063999999999997,-16 0,23 0,23C0,30.666666666666668 0,23 0,23",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[FL, MR, 4L, T]_[2,28,391]_[2,30,0] [2021-09-26 124545].wav","FL, MR, 4L, T","M0, 18C9.776,17 43.992,11.333333333333334 58.656,12C73.32,12.666666666666666 73.32,21.666666666666668 87.984,22C102.64799999999998,22.333333333333332 127.08800000000001,12.666666666666666 146.64,14C166.19199999999998,15.333333333333334 185.74399999999994,28.333333333333332 205.29599999999996,30C224.84799999999998,31.666666666666668 254.17600000000002,33 263.952,24C273.728,15 273.728,-15 263.952,-24C254.17600000000002,-33 224.84799999999996,-31.666666666666668 205.29599999999996,-30C185.744,-28.333333333333332 166.19199999999998,-15.333333333333334 146.64,-14C127.08800000000001,-12.666666666666666 102.64800000000001,-22.333333333333332 87.984,-22C73.32000000000001,-21.666666666666668 73.32,-12.666666666666666 58.656,-12C43.992,-11.333333333333334 9.776,-23 0,-18C-9.776,-13 0,18 0,18C0,24 0,18 0,18",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[FL, T, MIX, 2L]_[2,43,562]_[2,45,312] [2021-09-26 124545].wav","FL, T, MIX, 2L","M0, 12C10.341333333333333,13.333333333333334 46.536,20 62.048,20C77.56,20 67.21866666666666,12 93.072,12C118.92533333333334,12 186.144,19.833333333333332 217.168,20C248.192,20.166666666666668 268.87466666666666,18.5 279.216,13C289.55733333333336,7.5 289.55733333333336,-7.5 279.216,-13C268.87466666666666,-18.5 248.192,-20.166666666666668 217.168,-20C186.144,-19.833333333333332 118.92533333333334,-12 93.072,-12C67.21866666666666,-12 77.56,-20 62.048,-20C46.536,-20 10.341333333333333,-17.333333333333332 0,-12C-10.341333333333333,-6.666666666666667 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[HR, T, 2L, FL]_[5,47, 625]_[5,49,375] [2021-09-26 124548].wav","HR, T, 2L, FL","M0, 18C10.341333333333333,18.5 46.536,21.666666666666668 62.048,21C77.56,20.333333333333332 72.38933333333334,15.166666666666666 93.072,14C113.75466666666667,12.833333333333334 160.29066666666668,12.5 186.144,14C211.99733333333333,15.5 232.67999999999998,19.166666666666668 248.192,23C263.704,26.833333333333332 274.0453333333333,47 279.216,37C284.3866666666667,27 284.3866666666667,-27 279.216,-37C274.0453333333333,-47 263.704,-26.833333333333332 248.192,-23C232.68000000000004,-19.166666666666668 211.99733333333333,-15.5 186.144,-14C160.29066666666668,-12.5 113.75466666666667,-12.833333333333334 93.072,-14C72.38933333333334,-15.166666666666666 77.56,-20.333333333333332 62.048,-21C46.536,-21.666666666666668 10.341333333333333,-24.5 0,-18C-10.341333333333333,-11.5 0,18 0,18C0,24 0,18 0,18",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LR, 2L, FL, T]_[6,56,125]_[6,56,168] [2021-09-26 124550].wav","LR, 2L, FL, T","M0, 14C11.514666666666669,16 23.02933333333333,25 69.08800000000001,26C115.14666666666669,27 236.05066666666667,19 276.35200000000003,20C316.65333333333336,21 305.13866666666667,40.666666666666664 310.896,32C316.65333333333336,23.333333333333332 316.65333333333336,-23.333333333333332 310.896,-32C305.1386666666667,-40.666666666666664 293.624,-22.333333333333332 276.35200000000003,-20C259.08,-17.666666666666668 241.808,-17 207.26399999999998,-18C172.71999999999994,-19 103.632,-26.666666666666668 69.08800000000001,-26C34.544000000000004,-25.333333333333332 11.514666666666669,-20.666666666666668 0,-14C-11.514666666666669,-7.333333333333333 0,14 0,14C0,18.666666666666668 0,14 0,14",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LT, MR, T]_[0,16,500]_[0,17,828] [2021-09-26 124542].wav","LT, MR, T","M0, 27C12.984,28.5 51.936,36.833333333333336 77.904,36C103.872,35.166666666666664 138.496,22.833333333333332 155.808,22C173.12,21.166666666666668 168.792,29.166666666666668 181.77599999999998,31C194.76,32.833333333333336 225.05600000000004,43.666666666666664 233.71200000000002,33C242.36800000000002,22.333333333333332 242.36800000000002,-22.333333333333332 233.71200000000002,-33C225.05600000000004,-43.666666666666664 194.76,-32.833333333333336 181.77599999999998,-31C168.792,-29.166666666666668 173.12,-21.166666666666668 155.808,-22C138.496,-22.833333333333332 103.872,-35.166666666666664 77.904,-36C51.936,-36.833333333333336 12.984,-37.5 0,-27C-12.984,-16.5 0,27 0,27C0,36 0,27 0,27",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LT, T, HR, B]_[8,38,94]_[8,39,51] [2021-09-26 124551].wav","LT, T, HR, B","M0, 24C10.744,25.5 32.232,31 64.464,33C96.69599999999998,35 171.90399999999997,47.5 193.392,36C214.88,24.5 204.13599999999997,-23.833333333333332 193.392,-36C182.648,-48.166666666666664 161.16,-39 128.928,-37C96.69599999999998,-35 21.488,-34.166666666666664 0,-24C-21.488,-13.833333333333334 0,24 0,24C0,32 0,24 0,24",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LT, T, LR]_[5,46,62]_[5,47,500] [2021-09-26 124548].wav","LT, T, LR","M0, 18C9.093333333333334,18.666666666666668 40.92,22.166666666666668 54.56,22C68.2,21.833333333333332 72.74666666666667,15.666666666666666 81.84,17C90.93333333333334,18.333333333333332 90.93333333333334,29.666666666666668 109.12,30C127.30666666666667,30.333333333333332 168.2266666666667,19.666666666666668 190.96,19C213.6933333333333,18.333333333333332 236.4266666666667,33.5 245.52,26C254.61333333333334,18.5 254.61333333333334,-18.5 245.52,-26C236.4266666666667,-33.5 213.6933333333333,-18.333333333333332 190.96,-19C168.22666666666666,-19.666666666666668 127.30666666666667,-30.333333333333332 109.12,-30C90.93333333333334,-29.666666666666668 90.93333333333335,-18.333333333333332 81.84,-17C72.74666666666667,-15.666666666666666 68.2,-21.833333333333332 54.56,-22C40.92,-22.166666666666668 9.093333333333334,-24.666666666666668 0,-18C-9.093333333333334,-11.333333333333334 0,18 0,18C0,24 0,18 0,18",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LT, T, MR]_[10,14,500]_[10,16,250] [2021-09-26 124552].wav","LT, T, MR","M0, 31C15.512,28.666666666666668 46.536,20.333333333333332 93.072,17C139.608,13.666666666666666 248.192,15.666666666666666 279.216,11C310.24,6.333333333333333 310.24,-6.333333333333333 279.216,-11C248.192,-15.666666666666666 139.608,-13.666666666666666 93.072,-17C46.536,-20.333333333333332 15.512,-39 0,-31C-15.512,-23 0,31 0,31C0,41.333333333333336 0,31 0,31",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[LT, T, MR]_[6,32,0]_[6,35,500] [2021-09-26 124549].wav","LT, T, MR","M0, 24C17.338666666666665,24 78.024,21.666666666666668 104.032,24C130.04,26.333333333333332 138.7093333333333,38 156.04799999999997,38C173.38666666666663,38 190.72533333333334,25.333333333333332 208.064,24C225.40266666666665,22.666666666666668 242.74133333333336,31.166666666666668 260.08,30C277.41866666666664,28.833333333333332 277.4186666666666,20.166666666666668 312.09599999999995,17C346.77333333333326,13.833333333333334 442.13599999999997,15.666666666666666 468.144,11C494.15200000000004,6.333333333333333 494.152,-6.333333333333333 468.144,-11C442.136,-15.666666666666666 346.77333333333326,-13.833333333333334 312.09599999999995,-17C277.4186666666666,-20.166666666666668 277.41866666666664,-28.833333333333332 260.08,-30C242.74133333333336,-31.166666666666668 225.40266666666665,-22.666666666666668 208.064,-24C190.72533333333334,-25.333333333333332 173.38666666666666,-38 156.04799999999997,-38C138.70933333333332,-38 130.04,-26.333333333333332 104.032,-24C78.024,-21.666666666666668 17.338666666666665,-32 0,-24C-17.338666666666665,-16 0,24 0,24C0,32 0,24 0,24",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[MR, T, FL, E]_[8,44,836]_[8,46,484] [2021-09-26 124551].wav","MR, T, FL, E","M0, 15C24.840000000000003,15.666666666666666 119.23200000000001,17 149.04000000000002,19C178.84800000000004,21 168.91200000000003,26.5 178.848,27C188.78400000000002,27.5 193.75200000000004,20.5 208.656,22C223.56000000000003,23.5 258.336,45.666666666666664 268.27200000000005,36C278.2080000000001,26.333333333333332 278.2080000000001,-26.333333333333332 268.27200000000005,-36C258.336,-45.666666666666664 223.56000000000003,-23.5 208.656,-22C193.75200000000004,-20.5 188.78400000000002,-27.5 178.848,-27C168.91200000000003,-26.5 178.84800000000004,-21 149.04000000000002,-19C119.23200000000001,-17 24.840000000000003,-20.666666666666668 0,-15C-24.840000000000003,-9.333333333333334 0,15 0,15C0,20 0,15 0,15",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[P, ST, HR]_[0,29,250]_[0,29,625] [2021-09-26 124543].wav","P, ST, HR","M0, 47C7.256,42.166666666666664 21.768,23.833333333333332 43.536,18C65.304,12.166666666666666 116.096,17 130.608,12C145.12,7 145.12,-7 130.608,-12C116.096,-17 65.304,-12.166666666666666 43.536,-18C21.768,-23.833333333333332 7.256,-57.833333333333336 0,-47C-7.256,-36.166666666666664 0,47 0,47C0,62.666666666666664 0,47 0,47",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[R, 3L, T, MIX]_[3,5,625]_[3,8,0] [2021-09-26 124546].wav","R, 3L, T, MIX","M0, 11C6.418666666666667,12.5 25.674666666666667,18.5 38.512,20C51.349333333333334,21.5 64.18666666666667,21.5 77.024,20C89.86133333333333,18.5 96.28000000000002,12.166666666666666 115.536,11C134.792,9.833333333333334 173.304,9.666666666666666 192.56,13C211.81600000000003,16.333333333333332 211.816,31.166666666666668 231.072,31C250.328,30.833333333333332 288.84000000000003,12.333333333333334 308.096,12C327.352,11.666666666666666 340.18933333333337,35.833333333333336 346.608,29C353.0266666666667,22.166666666666668 353.0266666666667,-22.166666666666668 346.608,-29C340.18933333333337,-35.833333333333336 327.35200000000003,-11.666666666666666 308.096,-12C288.84,-12.333333333333334 250.328,-30.833333333333332 231.072,-31C211.816,-31.166666666666668 211.81600000000003,-16.333333333333332 192.56,-13C173.304,-9.666666666666666 134.792,-9.833333333333334 115.536,-11C96.28000000000002,-12.166666666666666 89.86133333333335,-18.5 77.024,-20C64.18666666666667,-21.5 51.349333333333334,-21.5 38.512,-20C25.674666666666667,-18.5 6.418666666666667,-16.166666666666668 0,-11C-6.418666666666667,-5.833333333333333 0,11 0,11C0,14.666666666666666 0,11 0,11",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[R, T, MIX, FL, 2L]_[3,23,437]_[3,24,812] [2021-09-26 124546].wav","R, T, MIX, FL, 2L","M0, 12C4.418666666666667,15.666666666666666 8.837333333333333,34 26.512,34C44.18666666666667,34 75.11733333333332,14.833333333333334 106.048,12C136.97866666666667,9.166666666666666 190.00266666666667,17.166666666666668 212.096,17C234.18933333333334,16.833333333333332 234.18933333333337,15.666666666666666 238.608,11C243.02666666666667,6.333333333333333 243.02666666666667,-6.333333333333333 238.608,-11C234.18933333333337,-15.666666666666666 234.18933333333334,-16.833333333333332 212.096,-17C190.00266666666667,-17.166666666666668 136.97866666666667,-9.166666666666666 106.048,-12C75.11733333333333,-14.833333333333334 44.18666666666667,-34 26.512,-34C8.837333333333333,-34 4.418666666666667,-19.666666666666668 0,-12C-4.418666666666667,-4.333333333333333 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[S, LR, T, M, E]_[6,35,500]_[6,37,562] [2021-09-26 124549].wav","S, LR, T, M, E","M0, 10C40.562666666666665,11.5 191.22399999999996,18.666666666666668 243.37599999999998,19C295.52799999999996,19.333333333333332 301.32266666666663,17.166666666666668 312.91200000000003,12C324.5013333333334,6.833333333333333 324.5013333333333,-6.833333333333333 312.91200000000003,-12C301.3226666666667,-17.166666666666668 295.52799999999996,-19.333333333333332 243.37599999999998,-19C191.22399999999996,-18.666666666666668 40.562666666666665,-14.833333333333334 0,-10C-40.562666666666665,-5.166666666666667 0,10 0,10C0,13.333333333333334 0,10 0,10",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[S, LT, 3L, C, LR, M]_[10,16,250]_[10,20,250] [2021-09-26 124552].wav","S, LT, 3L, C, LR, M","M0, 12C19.333333333333332,12 77.33333333333333,10.333333333333334 116,12C154.66666666666666,13.666666666666666 203,21.333333333333332 232,22C261,22.666666666666668 270.6666666666667,15.666666666666666 290,16C309.3333333333333,16.333333333333332 328.6666666666667,24.333333333333332 348,24C367.3333333333333,23.666666666666668 386.6666666666667,15 406,14C425.3333333333333,13 444.6666666666667,14.333333333333334 464,18C483.3333333333333,21.666666666666668 512.3333333333334,45 522,36C531.6666666666666,27 531.6666666666666,-27 522,-36C512.3333333333334,-45 483.3333333333333,-21.666666666666668 464,-18C444.6666666666667,-14.333333333333334 425.3333333333333,-13 406,-14C386.6666666666667,-15 367.3333333333333,-23.666666666666668 348,-24C328.6666666666667,-24.333333333333332 309.3333333333333,-16.333333333333332 290,-16C270.6666666666667,-15.666666666666666 261,-22.666666666666668 232,-22C203,-21.333333333333332 154.66666666666666,-13.666666666666666 116,-12C77.33333333333333,-10.333333333333334 19.333333333333332,-16 0,-12C-19.333333333333332,-8 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[S, MIX, FL, C, T, 2L]_[4,25,250]_[4,26,750] [2021-09-26 124547].wav","S, MIX, FL, C, T, 2L","M0, 12C42.02400000000001,12.333333333333334 210.12000000000003,18.333333333333332 252.14400000000003,14C294.16800000000006,9.666666666666666 294.16800000000006,-9.666666666666666 252.14400000000003,-14C210.12000000000003,-18.333333333333332 42.02400000000001,-16.333333333333332 0,-12C-42.02400000000001,-7.666666666666667 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[T, 2L, FL, MR]_[2,52,94]_[2,53,672] [2021-09-26 124546].wav","T, 2L, FL, MR","M0, 12C4.824000000000001,13.833333333333334 14.472000000000003,22.666666666666668 28.944000000000003,23C43.416,23.333333333333332 57.888,15 86.832,14C115.776,13 178.48799999999997,15.5 202.60799999999998,17C226.72799999999998,18.5 221.904,23 231.55200000000002,23C241.20000000000005,23 255.67199999999994,23.666666666666668 260.496,17C265.32,10.333333333333334 265.31999999999994,-10.333333333333334 260.496,-17C255.67200000000003,-23.666666666666668 241.20000000000002,-23 231.55200000000002,-23C221.90400000000002,-23 226.72799999999998,-18.5 202.60799999999998,-17C178.48799999999997,-15.5 115.776,-13 86.832,-14C57.888000000000005,-15 43.416,-23.333333333333332 28.944000000000003,-23C14.472000000000003,-22.666666666666668 4.824000000000001,-17.833333333333332 0,-12C-4.824000000000001,-6.166666666666667 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[T, 2L, MR]_[1,16,625]_[1,18,313] [2021-09-26 124544].wav","T, 2L, MR","M0, 12C10.085333333333333,15.5 40.34133333333333,30.166666666666668 60.512,33C80.68266666666666,35.833333333333336 105.896,32.166666666666664 121.024,29C136.15200000000002,25.833333333333332 126.06666666666668,17.166666666666668 151.28,14C176.49333333333334,10.833333333333334 252.13333333333333,14 272.30400000000003,10C292.4746666666667,6 292.4746666666667,-6 272.30400000000003,-10C252.13333333333333,-14 176.49333333333334,-10.833333333333334 151.28,-14C126.06666666666666,-17.166666666666668 136.15200000000002,-25.833333333333332 121.024,-29C105.896,-32.166666666666664 80.68266666666666,-35.833333333333336 60.512,-33C40.34133333333333,-30.166666666666668 10.085333333333333,-19.5 0,-12C-10.085333333333333,-4.5 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[T, 4L, MIX, FL]_[7,14,465]_[7,16,578] [2021-09-26 124550].wav","T, 4L, MIX, FL","M0, 20C5.896,22 11.791999999999996,29.666666666666668 35.376,32C58.96,34.333333333333336 117.91999999999997,35.333333333333336 141.504,34C165.088,32.666666666666664 165.088,23.166666666666668 176.88,24C188.672,24.833333333333332 188.67200000000003,39 212.256,39C235.84,39 300.69599999999997,34.5 318.384,24C336.072,13.5 336.072,-13.5 318.384,-24C300.696,-34.5 235.84,-39 212.256,-39C188.67200000000003,-39 188.67200000000003,-24.833333333333332 176.88,-24C165.088,-23.166666666666668 165.088,-32.666666666666664 141.504,-34C117.91999999999997,-35.333333333333336 58.96,-34.333333333333336 35.376,-32C11.791999999999996,-29.666666666666668 5.896,-28.666666666666668 0,-20C-5.896,-11.333333333333334 0,20 0,20C0,26.666666666666668 0,20 0,20",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[T, R, HR, B, 2L]_[8,34,357]_[8,35,711] [2021-09-26 124551].wav","T, R, HR, B, 2L","M0, 16C4.376,19.333333333333332 17.504,34.5 26.256,36C35.008,37.5 43.75999999999999,26.333333333333332 52.512,25C61.26400000000001,23.666666666666668 70.016,28.5 78.768,28C87.52,27.5 96.272,21.333333333333332 105.024,22C113.776,22.666666666666668 118.152,29.666666666666668 131.28,32C144.40800000000002,34.333333333333336 170.664,37.666666666666664 183.792,36C196.92,34.333333333333336 201.29599999999996,20.666666666666668 210.048,22C218.80000000000004,23.333333333333332 231.928,55 236.304,44C240.68000000000004,33 240.68000000000004,-33 236.304,-44C231.928,-55 218.80000000000004,-23.333333333333332 210.048,-22C201.29600000000002,-20.666666666666668 196.92,-34.333333333333336 183.792,-36C170.664,-37.666666666666664 144.40800000000002,-34.333333333333336 131.28,-32C118.152,-29.666666666666668 113.776,-22.666666666666668 105.024,-22C96.272,-21.333333333333332 87.52000000000002,-27.5 78.768,-28C70.016,-28.5 61.26400000000001,-23.666666666666668 52.512,-25C43.76,-26.333333333333332 35.008,-37.5 26.256,-36C17.504,-34.5 4.376,-24.666666666666668 0,-16C-4.376,-7.333333333333333 0,16 0,16C0,21.333333333333332 0,16 0,16",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[TRL, MR, T, 2L]_[6,28,312]_[6,30,219] [2021-09-26 124549].wav","TRL, MR, T, 2L","M0, 22C38.36,20.666666666666668 180.84,14.833333333333334 230.16,14C279.48,13.166666666666666 284.96,22.166666666666668 295.92,17C306.88,11.833333333333334 306.88,-11.833333333333334 295.92,-17C284.96,-22.166666666666668 279.48,-13.166666666666666 230.16,-14C180.84,-14.833333333333334 38.36,-28 0,-22C-38.36,-16 0,22 0,22C0,29.333333333333332 0,22 0,22",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[TRL, MR, T, LT]_[1,7,625]_[1,8,484] [2021-09-26 124544].wav","TRL, MR, T, LT","M0, 22C30.504,20.333333333333332 152.52,17.666666666666668 183.024,12C213.52800000000002,6.333333333333333 213.52800000000002,-6.333333333333333 183.024,-12C152.52,-17.666666666666668 30.504,-27.666666666666668 0,-22C-30.504,-16.333333333333332 0,22 0,22C0,29.333333333333332 0,22 0,22",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[UL, MR, M, T]_[10,30,937]_[10,34,875] [2021-09-26 124553].wav","UL, MR, M, T","M0, 11C47.720000000000006,12.666666666666666 219.51200000000003,20.333333333333332 286.32000000000005,21C353.1280000000001,21.666666666666668 372.2160000000001,13.333333333333334 400.84800000000007,15C429.4800000000001,16.666666666666668 439.02400000000006,30 458.1120000000001,31C477.2000000000001,32 505.83200000000005,29.666666666666668 515.3760000000001,21C524.9200000000001,12.333333333333334 524.9200000000001,-12.333333333333334 515.3760000000001,-21C505.83200000000005,-29.666666666666668 477.2000000000001,-32 458.1120000000001,-31C439.02400000000006,-30 429.4800000000001,-16.666666666666668 400.84800000000007,-15C372.2160000000001,-13.333333333333334 353.1280000000001,-21.666666666666668 286.32000000000005,-21C219.51200000000003,-20.333333333333332 47.720000000000006,-16.333333333333332 0,-11C-47.720000000000006,-5.666666666666667 0,11 0,11C0,14.666666666666666 0,11 0,11",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[UL, S, HR, FL]_[4,2,359]_[4,4,437] [2021-09-26 124546].wav","UL, S, HR, FL","M0, 13C5.826666666666667,14.166666666666666 17.479999999999997,19.833333333333332 34.96,20C52.44,20.166666666666668 64.09333333333335,14.333333333333334 104.88000000000001,14C145.66666666666666,13.666666666666666 244.72,18.5 279.68,18C314.64,17.5 308.81333333333333,15.833333333333334 314.64000000000004,11C320.4666666666667,6.166666666666667 320.46666666666664,-6.166666666666667 314.64000000000004,-11C308.81333333333333,-15.833333333333334 314.64,-17.5 279.68,-18C244.72,-18.5 145.66666666666666,-13.666666666666666 104.88000000000001,-14C64.09333333333335,-14.333333333333334 52.44,-20.166666666666668 34.96,-20C17.479999999999997,-19.833333333333332 5.826666666666667,-18.5 0,-13C-5.826666666666667,-7.5 0,13 0,13C0,17.333333333333332 0,13 0,13",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[UL, T, LR, R]_[3,27,125]_[3,27,125] [2021-09-26 124546].wav","UL, T, LR, R","M0, 12C3.4213333333333336,13 6.842666666666666,18.166666666666668 20.528000000000002,18C34.21333333333334,17.833333333333332 68.42666666666668,11.166666666666666 82.11200000000001,11C95.79733333333333,10.833333333333334 95.79733333333333,16.833333333333332 102.64,17C109.48266666666667,17.166666666666668 116.32533333333332,11.833333333333334 123.16799999999999,12C130.01066666666665,12.166666666666666 133.432,17.666666666666668 143.696,18C153.96,18.333333333333332 177.90933333333336,19.333333333333332 184.752,14C191.5946666666667,8.666666666666666 191.5946666666667,-8.666666666666666 184.752,-14C177.90933333333336,-19.333333333333332 153.95999999999998,-18.333333333333332 143.696,-18C133.432,-17.666666666666668 130.01066666666665,-12.166666666666666 123.16799999999999,-12C116.32533333333332,-11.833333333333334 109.48266666666667,-17.166666666666668 102.64,-17C95.79733333333333,-16.833333333333332 95.79733333333333,-10.833333333333334 82.11200000000001,-11C68.42666666666668,-11.166666666666666 34.21333333333334,-17.833333333333332 20.528000000000002,-18C6.842666666666666,-18.166666666666668 3.4213333333333336,-17 0,-12C-3.4213333333333336,-7 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 5 v2_[UL, T, MIX, B]_[12,8,125]_[12,10,250] [2021-09-26 124553].wav","UL, T, MIX, B","M0, 24C5.9173333333333344,25.333333333333332 23.669333333333338,32 35.504000000000005,32C47.338666666666676,32 53.25600000000001,23.833333333333332 71.00800000000001,24C88.76,24.166666666666668 124.26400000000002,33.333333333333336 142.01600000000002,33C159.768,32.666666666666664 147.93333333333337,23 177.52,22C207.10666666666668,21 295.8666666666666,35.166666666666664 319.536,27C343.20533333333333,18.833333333333332 343.20533333333333,-18.833333333333332 319.536,-27C295.8666666666666,-35.166666666666664 207.10666666666668,-21 177.52,-22C147.93333333333337,-23 159.76800000000003,-32.666666666666664 142.01600000000002,-33C124.26400000000002,-33.333333333333336 88.76,-24.166666666666668 71.00800000000001,-24C53.25600000000001,-23.833333333333332 47.338666666666676,-32 35.504000000000005,-32C23.669333333333338,-32 5.9173333333333344,-33.333333333333336 0,-24C-5.9173333333333344,-14.666666666666666 0,24 0,24C0,32 0,24 0,24",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
