id,src,tags,svgPath,composition,startTime,endTime,setPath
,"/Clips/Bach Mov 3 v2_[FL, T, UL, MIX]_[0,25,502]_[0,29,877] [2021-09-25 005633].wav","FL, T, UL, MIX","M0, 11C10.418666666666669,12.333333333333334 41.67466666666668,18.333333333333332 62.512000000000015,19C83.34933333333335,19.666666666666668 104.18666666666671,14.333333333333334 125.02400000000003,15C145.86133333333336,15.666666666666666 166.6986666666667,22.333333333333332 187.53600000000003,23C208.37333333333336,23.666666666666668 218.79200000000006,18.166666666666668 250.04800000000006,19C281.3040000000001,19.833333333333332 343.8160000000001,28.333333333333332 375.07200000000006,28C406.32800000000003,27.666666666666668 406.32800000000003,18.333333333333332 437.58400000000006,17C468.8400000000001,15.666666666666666 541.7706666666668,26.166666666666668 562.6080000000002,20C583.4453333333336,13.833333333333334 583.4453333333336,-13.833333333333334 562.6080000000002,-20C541.7706666666668,-26.166666666666668 468.8400000000001,-15.666666666666666 437.58400000000006,-17C406.32800000000003,-18.333333333333332 406.32800000000003,-27.666666666666668 375.07200000000006,-28C343.81600000000003,-28.333333333333332 281.3040000000001,-19.833333333333332 250.04800000000006,-19C218.79200000000006,-18.166666666666668 208.37333333333333,-23.666666666666668 187.53600000000003,-23C166.6986666666667,-22.333333333333332 145.86133333333336,-15.666666666666666 125.02400000000003,-15C104.18666666666671,-14.333333333333334 83.34933333333335,-19.666666666666668 62.512000000000015,-19C41.67466666666668,-18.333333333333332 10.418666666666669,-16 0,-11C-10.418666666666669,-6 0,11 0,11C0,14.666666666666666 0,11 0,11",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[HR, C, LT, T]_[2,10,627]_[2,13,502] [2021-09-25 005635].wav","HR, C, LT, T","M0, 14C7.421333333333334,15.333333333333334 14.842666666666664,19.666666666666668 44.528000000000006,22C74.21333333333334,24.333333333333332 141.00533333333334,27.833333333333332 178.11200000000002,28C215.21866666666665,28.166666666666668 230.06133333333335,25.666666666666668 267.168,23C304.27466666666663,20.333333333333332 378.48800000000006,17.833333333333332 400.752,12C423.016,6.166666666666667 437.8586666666667,-5.333333333333333 400.752,-12C363.6453333333334,-18.666666666666668 237.48266666666666,-26.333333333333332 178.11200000000002,-28C118.74133333333334,-29.666666666666668 74.21333333333334,-24.333333333333332 44.528000000000006,-22C14.842666666666664,-19.666666666666668 7.421333333333334,-20 0,-14C-7.421333333333334,-8 0,14 0,14C0,18.666666666666668 0,14 0,14",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[HR, T, LT]_[1,6,502]_[1,8,299] [2021-09-25 005634].wav","HR, T, LT","M0, 14C10.522666666666666,15 42.090666666666664,16.166666666666668 63.135999999999996,20C84.18133333333333,23.833333333333332 110.48799999999999,37 126.27199999999999,37C142.056,37 131.53333333333333,24.166666666666668 157.83999999999997,20C184.14666666666662,15.833333333333334 263.0666666666666,17.333333333333332 284.11199999999997,12C305.1573333333333,6.666666666666667 305.15733333333327,-6.666666666666667 284.11199999999997,-12C263.06666666666666,-17.333333333333332 184.14666666666665,-15.833333333333334 157.83999999999997,-20C131.5333333333333,-24.166666666666668 142.056,-37 126.27199999999999,-37C110.48799999999999,-37 84.18133333333333,-23.833333333333332 63.135999999999996,-20C42.090666666666664,-16.166666666666668 10.522666666666666,-19.666666666666668 0,-14C-10.522666666666666,-8.333333333333334 0,14 0,14C0,18.666666666666668 0,14 0,14",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[LT, HR, T]_[0,29,877[_[0,31,627] [2021-09-25 005633].wav","LT, HR, T","M0, 18C10.341333333333333,19.333333333333332 31.024,24.5 62.048,26C93.072,27.5 149.94933333333333,29.333333333333332 186.144,27C222.33866666666668,24.666666666666668 263.704,18.5 279.216,12C294.728,5.5 294.728,-5.5 279.216,-12C263.704,-18.5 222.33866666666665,-24.666666666666668 186.144,-27C149.94933333333333,-29.333333333333332 93.072,-27.5 62.048,-26C31.024,-24.5 10.341333333333333,-25.333333333333332 0,-18C-10.341333333333333,-10.666666666666666 0,18 0,18C0,24 0,18 0,18",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[LT, LR, T]_[1,48,877]_[1,50,565] [2021-09-25 005635].wav","LT, LR, T","M0, 10C10.085333333333333,12 15.127999999999995,21 60.512,22C105.896,23 237.0053333333333,22.333333333333332 272.30400000000003,16C307.6026666666667,9.666666666666666 307.6026666666667,-9.666666666666666 272.30400000000003,-16C237.0053333333333,-22.333333333333332 105.896,-23 60.512,-22C15.127999999999995,-21 10.085333333333333,-15.333333333333334 0,-10C-10.085333333333333,-4.666666666666667 0,10 0,10C0,13.333333333333334 0,10 0,10",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[LT, LR, T]_[2,56,596]_[2,58,471] [2021-09-25 005636].wav","LT, LR, T","M0, 12C21.685333333333336,13.333333333333334 81.32000000000002,19.833333333333332 130.11200000000002,20C178.90400000000002,20.166666666666668 265.6453333333334,18.5 292.752,13C319.8586666666667,7.5 330.70133333333337,-7.833333333333333 292.752,-13C254.8026666666667,-18.166666666666668 113.84800000000001,-18.166666666666668 65.05600000000001,-18C16.26400000000001,-17.833333333333332 10.842666666666668,-17 0,-12C-10.842666666666668,-7 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[LT, T, HR]_[1,47,241]_[1,48,784] [2021-09-25 005635].wav","LT, T, HR","M0, 14C23.77333333333333,15.5 99.848,22.5 142.64,23C185.432,23.5 237.73333333333335,23.666666666666668 256.752,17C275.7706666666667,10.333333333333334 275.7706666666667,-10.333333333333334 256.752,-17C237.73333333333335,-23.666666666666668 185.432,-23.5 142.64,-23C99.848,-22.5 23.77333333333333,-20.166666666666668 0,-14C-23.77333333333333,-7.833333333333333 0,14 0,14C0,18.666666666666668 0,14 0,14",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[MR, T, FL, 4L, E, M]_[2,47,909]_[2,50,565] [2021-09-25 005636].wav","MR, T, FL, 4L, E, M","M0, 12C13.967999999999998,12.833333333333334 41.903999999999996,17 83.80799999999999,17C125.71199999999999,17 209.51999999999998,11.333333333333334 251.42399999999998,12C293.328,12.666666666666666 314.28,20.666666666666668 335.23199999999997,21C356.18399999999997,21.333333333333332 370.152,19.833333333333332 377.13599999999997,14C384.11999999999995,8.166666666666666 384.11999999999995,-8.166666666666666 377.13599999999997,-14C370.152,-19.833333333333332 356.18399999999997,-21.333333333333332 335.23199999999997,-21C314.28,-20.666666666666668 300.31199999999995,-12.833333333333334 251.42399999999998,-12C202.53599999999997,-11.166666666666666 83.80799999999999,-16 41.903999999999996,-16C0,-16 6.983999999999999,-16.666666666666668 0,-12C-6.983999999999999,-7.333333333333333 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[MR, T, TRL, 2L]_[2,28,221]_[2,29,268] [2021-09-25 005636].wav","MR, T, TRL, 2L","M0, 18C3.7626666666666675,19.333333333333332 11.288000000000002,26.166666666666668 22.576000000000004,26C33.864000000000004,25.833333333333332 56.440000000000005,18.5 67.72800000000001,17C79.016,15.5 82.7786666666667,15.5 90.30400000000002,17C97.82933333333335,18.5 101.592,26.5 112.88000000000001,26C124.16800000000002,25.5 142.98133333333337,14.833333333333334 158.032,14C173.08266666666668,13.166666666666666 195.6586666666667,26.833333333333332 203.18400000000003,21C210.70933333333338,15.166666666666666 210.70933333333338,-15.166666666666666 203.18400000000003,-21C195.6586666666667,-26.833333333333332 173.08266666666665,-13.166666666666666 158.032,-14C142.98133333333334,-14.833333333333334 124.16800000000002,-25.5 112.88000000000001,-26C101.592,-26.5 105.35466666666667,-17 90.30400000000002,-17C75.25333333333334,-17 37.62666666666667,-25.833333333333332 22.576000000000004,-26C7.525333333333333,-26.166666666666668 3.7626666666666675,-25.333333333333332 0,-18C-3.7626666666666675,-10.666666666666666 0,18 0,18C0,24 0,18 0,18",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[T, FL, 2L, MR]_[3,29,49]_[3,30,752] [2021-09-25 005636].wav","T, FL, 2L, MR","M0, 12C5.074666666666667,15.166666666666666 20.298666666666666,29.5 30.448000000000004,31C40.59733333333334,32.5 45.672,21.5 60.89600000000001,21C76.12000000000002,20.5 106.568,29.166666666666668 121.79200000000002,28C137.01600000000002,26.833333333333332 142.09066666666666,13.666666666666666 152.24,14C162.38933333333333,14.333333333333334 162.38933333333335,29.5 182.68800000000002,30C202.98666666666668,30.5 258.80800000000005,24.833333333333332 274.03200000000004,17C289.25600000000003,9.166666666666666 289.25600000000003,-9.166666666666666 274.03200000000004,-17C258.80800000000005,-24.833333333333332 202.9866666666667,-30.5 182.68800000000002,-30C162.38933333333335,-29.5 162.38933333333335,-14.333333333333334 152.24,-14C142.0906666666667,-13.666666666666666 137.01600000000002,-26.833333333333332 121.79200000000002,-28C106.568,-29.166666666666668 76.12000000000002,-20.5 60.89600000000001,-21C45.672,-21.5 40.59733333333334,-32.5 30.448000000000004,-31C20.298666666666666,-29.5 5.074666666666667,-19.166666666666668 0,-12C-5.074666666666667,-4.833333333333333 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[T, FL, 4L, MR]_[1,36,928]_[1,41,971] [2021-09-25 005634].wav","T, FL, 4L, MR","M0, 12C11.757333333333335,14.666666666666666 11.75733333333334,28 70.54400000000001,28C129.3306666666667,28 293.93333333333334,11.666666666666666 352.72,12C411.50666666666666,12.333333333333334 399.74933333333337,29.333333333333332 423.264,30C446.7786666666666,30.666666666666668 458.536,19.166666666666668 493.808,16C529.08,12.833333333333334 611.3813333333334,15.5 634.8960000000001,11C658.4106666666668,6.5 658.4106666666667,-6.5 634.8960000000001,-11C611.3813333333334,-15.5 529.08,-12.833333333333334 493.808,-16C458.536,-19.166666666666668 446.7786666666666,-30.666666666666668 423.264,-30C399.74933333333337,-29.333333333333332 411.5066666666667,-12.333333333333334 352.72,-12C293.93333333333334,-11.666666666666666 129.3306666666667,-28 70.54400000000001,-28C11.75733333333334,-28 11.757333333333335,-18.666666666666668 0,-12C-11.757333333333335,-5.333333333333333 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[T, LT, LR]_[3,48,862]_[3,51,877] [2021-09-25 005637].wav","T, LT, LR","M0, 12C7.698666666666667,14.166666666666666 23.096,22.333333333333332 46.192,25C69.288,27.666666666666668 76.98666666666666,30.5 138.576,28C200.16533333333328,25.5 369.5359999999999,16.333333333333332 415.72799999999995,10C461.9199999999999,3.6666666666666665 461.9199999999999,-3.6666666666666665 415.72799999999995,-10C369.5359999999999,-16.333333333333332 200.16533333333328,-25.5 138.576,-28C76.98666666666666,-30.5 69.288,-27.666666666666668 46.192,-25C23.096,-22.333333333333332 7.698666666666667,-18.166666666666668 0,-12C-7.698666666666667,-5.833333333333333 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[T, UL, C, M, MIX]_[0,10,877]_[0,16,2] [2021-09-25 005632].wav","T, UL, C, M, MIX","M0, 19C11.917333333333334,20.833333333333332 47.66933333333333,29.833333333333332 71.504,30C95.33866666666667,30.166666666666668 107.25600000000001,22 143.008,20C178.76,18 250.264,16.333333333333332 286.016,18C321.768,19.666666666666668 333.6853333333334,30.666666666666668 357.52000000000004,30C381.3546666666667,29.333333333333332 405.1893333333334,16.833333333333332 429.02400000000006,14C452.8586666666667,11.166666666666666 476.6933333333333,10.5 500.528,13C524.3626666666668,15.5 548.1973333333334,28 572.032,29C595.8666666666667,30 631.6186666666667,27 643.5360000000001,19C655.4533333333334,11 655.4533333333334,-11 643.5360000000001,-19C631.6186666666667,-27 595.8666666666667,-30 572.032,-29C548.1973333333334,-28 524.3626666666668,-15.5 500.528,-13C476.6933333333333,-10.5 452.85866666666675,-11.166666666666666 429.02400000000006,-14C405.1893333333333,-16.833333333333332 381.3546666666667,-29.333333333333332 357.52000000000004,-30C333.6853333333334,-30.666666666666668 309.85066666666665,-20 286.016,-18C262.1813333333333,-16 250.26400000000004,-16 214.51200000000003,-18C178.76,-20 107.25600000000001,-29.833333333333332 71.504,-30C35.751999999999995,-30.166666666666668 11.917333333333334,-27.166666666666668 0,-19C-11.917333333333334,-10.833333333333334 0,19 0,19C0,25.333333333333332 0,19 0,19",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[UL, M, T, MR]_[0,54,127]_[0,56,760] [2021-09-25 005634].wav","UL, M, T, MR","M0, 18C6.936,19.5 27.744,26.5 41.616,27C55.488,27.5 69.36000000000001,21.333333333333332 83.232,21C97.104,20.666666666666668 110.976,22.5 124.84799999999998,25C138.72,27.5 131.78400000000002,37.5 166.464,36C201.144,34.5 298.24800000000005,17.333333333333332 332.928,16C367.608,14.666666666666666 367.608,35.333333333333336 374.544,28C381.48,20.666666666666668 381.48,-20.666666666666668 374.544,-28C367.608,-35.333333333333336 367.608,-14.666666666666666 332.928,-16C298.248,-17.333333333333332 208.08,-35.166666666666664 166.464,-36C124.848,-36.833333333333336 104.04,-22.5 83.232,-21C62.424,-19.5 55.488,-27.5 41.616,-27C27.744,-26.5 6.936,-25.5 0,-18C-6.936,-10.5 0,18 0,18C0,24 0,18 0,18",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 3 v2_[UL, T, M, MR, C, V]_[0,36,877]_[0,41,877] [2021-09-25 005633].wav","UL, T, M, MR, C, V","M0, 16C11.671999999999999,17.333333333333332 35.016000000000005,23.333333333333332 70.032,24C105.048,24.666666666666668 175.07999999999996,19 210.09599999999998,20C245.11199999999997,21 256.78400000000005,29.833333333333332 280.128,30C303.472,30.166666666666668 291.8,22.666666666666668 350.15999999999997,21C408.52,19.333333333333332 583.6,26.833333333333332 630.288,20C676.976,13.166666666666666 676.976,-13.166666666666666 630.288,-20C583.6,-26.833333333333332 408.52,-19.333333333333332 350.15999999999997,-21C291.8,-22.666666666666668 303.472,-30.166666666666668 280.128,-30C256.78400000000005,-29.833333333333332 245.11199999999997,-21 210.09599999999998,-20C175.07999999999996,-19 105.048,-24.666666666666668 70.032,-24C35.016000000000005,-23.333333333333332 11.671999999999999,-22.666666666666668 0,-16C-11.671999999999999,-9.333333333333334 0,16 0,16C0,21.333333333333332 0,16 0,16",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[2L, MR, T, R, FL]_[1,46,55]_[1,47,453] [2021-09-25 010429].wav","2L, MR, T, R, FL","M0, 12C13.399999999999999,14 62.53333333333333,23.333333333333332 80.39999999999999,24C98.26666666666667,24.666666666666668 98.26666666666667,16.333333333333332 107.2,16C116.13333333333334,15.666666666666666 116.13333333333334,22.166666666666668 134,22C151.86666666666665,21.833333333333332 196.53333333333333,15.166666666666666 214.4,15C232.26666666666668,14.833333333333334 236.73333333333335,27 241.20000000000002,21C245.66666666666666,15 245.66666666666666,-15 241.20000000000002,-21C236.73333333333335,-27 227.80000000000004,-14.833333333333334 214.4,-15C201,-15.166666666666666 178.66666666666666,-21.833333333333332 160.79999999999998,-22C142.93333333333334,-22.166666666666668 120.60000000000001,-15.666666666666666 107.2,-16C93.80000000000001,-16.333333333333332 93.80000000000001,-23.333333333333332 80.39999999999999,-24C67,-24.666666666666668 40.199999999999996,-22 26.8,-20C13.400000000000004,-18 4.466666666666667,-17.333333333333332 0,-12C-4.466666666666667,-6.666666666666667 0,12 0,12C0,16 0,12 0,12",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[4L, MIX, T, FL]_[1,47,555]_[1,49,469] [2021-09-25 010429].wav","4L, MIX, T, FL","M0, 14C10.991999999999999,15.5 49.464,22 65.952,23C82.44,24 87.93599999999999,16.166666666666668 98.928,20C109.92,23.833333333333332 120.91199999999999,46.166666666666664 131.904,46C142.896,45.833333333333336 153.888,21 164.88,19C175.87199999999999,17 186.86400000000003,33 197.856,34C208.84799999999998,35 214.34399999999997,26 230.83199999999997,25C247.31999999999994,24 285.792,36.833333333333336 296.784,28C307.776,19.166666666666668 307.776,-19.166666666666668 296.784,-28C285.792,-36.833333333333336 247.31999999999996,-24 230.83199999999997,-25C214.34399999999994,-26 208.84799999999996,-35 197.856,-34C186.864,-33 175.87199999999999,-17 164.88,-19C153.888,-21 142.896,-45.833333333333336 131.904,-46C120.91199999999999,-46.166666666666664 109.92,-23.833333333333332 98.928,-20C87.93599999999999,-16.166666666666668 82.44,-24 65.952,-23C49.464,-22 10.991999999999999,-20.166666666666668 0,-14C-10.991999999999999,-7.833333333333333 0,14 0,14C0,18.666666666666668 0,14 0,14",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[4L, T, R, FD, MR]_[0,8,590]_[0,11,703] [2021-09-25 010427].wav","4L, T, R, FD, MR","M0, 13C15.792000000000002,16.5 55.27200000000001,34.166666666666664 94.75200000000001,34C134.232,33.833333333333336 205.29599999999996,15.666666666666666 236.88,12C268.464,8.333333333333334 268.46399999999994,10.333333333333334 284.256,12C300.048,13.666666666666666 307.94399999999996,20.333333333333332 331.63199999999995,22C355.31999999999994,23.666666666666668 410.59200000000004,29.333333333333332 426.384,22C442.176,14.666666666666666 442.176,-14.666666666666666 426.384,-22C410.59200000000004,-29.333333333333332 355.31999999999994,-23.666666666666668 331.63199999999995,-22C307.94399999999996,-20.333333333333332 300.04799999999994,-13.666666666666666 284.256,-12C268.464,-10.333333333333334 268.464,-8.333333333333334 236.88,-12C205.29599999999996,-15.666666666666666 134.232,-33.833333333333336 94.75200000000001,-34C55.27200000000001,-34.166666666666664 15.792000000000002,-20.833333333333332 0,-13C-15.792000000000002,-5.166666666666667 0,13 0,13C0,17.333333333333332 0,13 0,13",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[FD, R, T, 4L, MR]_[0,46,266]_[0,48,875] [2021-09-25 010427].wav","FD, R, T, 4L, MR","M0, 17C27.552000000000003,17.5 130.872,17.666666666666668 165.312,20C199.75200000000004,22.333333333333332 192.86400000000003,30.833333333333332 206.64,31C220.41599999999994,31.166666666666668 227.30399999999997,22 247.96799999999996,21C268.63199999999995,20 309.96,25.833333333333332 330.624,25C351.288,24.166666666666668 365.064,22.833333333333332 371.952,16C378.84,9.166666666666666 378.84,-9.166666666666666 371.952,-16C365.064,-22.833333333333332 351.288,-24.166666666666668 330.624,-25C309.96000000000004,-25.833333333333332 268.632,-20 247.96799999999996,-21C227.30399999999995,-22 220.41600000000003,-31.166666666666668 206.64,-31C192.864,-30.833333333333332 192.86400000000003,-21.666666666666668 165.312,-20C137.76000000000002,-18.333333333333332 68.88000000000001,-21.5 41.328,-21C13.776000000000002,-20.5 6.888000000000001,-23.333333333333332 0,-17C-6.888000000000001,-10.666666666666666 0,17 0,17C0,22.666666666666668 0,17 0,17",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[FD, T, FL, MIX]_[0,31,0]_[0,33,665] [2021-09-25 010427].wav","FD, T, FL, MIX","M0, 18C7,19.333333333333332 21,25.666666666666668 42,26C63,26.333333333333332 105,19.666666666666668 126,20C147,20.333333333333332 154,28 168,28C182,28 196,19.5 210,20C224,20.5 224,31.833333333333332 252,31C280,30.166666666666668 357,22.666666666666668 378,15C399,7.333333333333333 399,-7.333333333333333 378,-15C357,-22.666666666666668 280,-30.166666666666668 252,-31C224,-31.833333333333332 224,-20.5 210,-20C196,-19.5 182,-28 168,-28C154,-28 147,-20.333333333333332 126,-20C105,-19.666666666666668 63,-26.333333333333332 42,-26C21,-25.666666666666668 7,-25.333333333333332 0,-18C-7,-10.666666666666666 0,18 0,18C0,24 0,18 0,18",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[FL, MR, T, 2L]_[1,13,266]_[1,14,828] [2021-09-25 010428].wav","FL, MR, T, 2L","M0, 14C4.792,15.666666666666666 14.376000000000003,22.333333333333332 28.752,24C43.12799999999999,25.666666666666668 71.87999999999998,25.333333333333332 86.25599999999999,24C100.63199999999999,22.666666666666668 105.42399999999999,14.5 115.008,16C124.592,17.5 134.17600000000002,32 143.76,33C153.34399999999997,34 158.136,25 172.51199999999997,22C186.888,19 215.64,13.833333333333334 230.016,15C244.39200000000002,16.166666666666668 253.97599999999997,36.333333333333336 258.768,29C263.55999999999995,21.666666666666668 263.55999999999995,-21.666666666666668 258.768,-29C253.97599999999997,-36.333333333333336 244.39200000000002,-16.166666666666668 230.016,-15C215.64,-13.833333333333334 186.888,-19 172.51199999999997,-22C158.136,-25 153.34399999999997,-34 143.76,-33C134.17600000000002,-32 124.592,-17.5 115.008,-16C105.42399999999999,-14.5 100.632,-22.666666666666668 86.25599999999999,-24C71.88,-25.333333333333332 43.12799999999999,-25.666666666666668 28.752,-24C14.376000000000003,-22.333333333333332 4.792,-20.333333333333332 0,-14C-4.792,-7.666666666666667 0,14 0,14C0,18.666666666666668 0,14 0,14",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[LR, LT, T]_[2,5,297]_[2,6,546] [2021-09-25 010429].wav","LR, LT, T","M0, 16C3.986666666666667,19.666666666666668 15.946666666666667,36.5 23.92,38C31.893333333333334,39.5 39.866666666666674,26.666666666666668 47.84,25C55.81333333333333,23.333333333333332 63.78666666666666,29 71.75999999999999,28C79.73333333333332,27 87.70666666666666,19.666666666666668 95.68,19C103.65333333333335,18.333333333333332 99.66666666666667,24.5 119.6,24C139.5333333333333,23.5 199.33333333333334,22.666666666666668 215.28,16C231.2266666666667,9.333333333333334 231.2266666666667,-9.333333333333334 215.28,-16C199.33333333333334,-22.666666666666668 139.5333333333333,-23.5 119.6,-24C99.66666666666667,-24.5 103.65333333333335,-18.333333333333332 95.68,-19C87.70666666666666,-19.666666666666668 79.73333333333333,-27 71.75999999999999,-28C63.786666666666655,-29 55.81333333333333,-23.333333333333332 47.84,-25C39.866666666666674,-26.666666666666668 31.893333333333334,-39.5 23.92,-38C15.946666666666667,-36.5 3.986666666666667,-25 0,-16C-3.986666666666667,-7 0,16 0,16C0,21.333333333333332 0,16 0,16",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[R, FD, HR, T, 3L]_[0,16,20]_[0,20,62] [2021-09-25 010427].wav","R, FD, HR, T, 3L","M0, 23C9.757333333333335,23.666666666666668 39.02933333333334,27.5 58.54400000000001,27C78.05866666666668,26.5 97.57333333333334,18 117.08800000000002,20C136.6026666666667,22 156.1173333333333,37.666666666666664 175.632,39C195.14666666666668,40.333333333333336 214.66133333333337,28.833333333333332 234.17600000000004,28C253.69066666666671,27.166666666666668 243.9333333333333,34.666666666666664 292.72,34C341.5066666666667,33.333333333333336 487.86666666666673,33.666666666666664 526.8960000000001,24C565.9253333333334,14.333333333333334 565.9253333333335,-14.333333333333334 526.8960000000001,-24C487.8666666666666,-33.666666666666664 341.5066666666667,-33.333333333333336 292.72,-34C243.9333333333333,-34.666666666666664 253.69066666666671,-27.166666666666668 234.17600000000004,-28C214.66133333333337,-28.833333333333332 195.14666666666665,-40.333333333333336 175.632,-39C156.11733333333333,-37.666666666666664 136.6026666666667,-22 117.08800000000002,-20C97.57333333333337,-18 78.05866666666668,-26.5 58.54400000000001,-27C39.02933333333334,-27.5 9.757333333333335,-31.333333333333332 0,-23C-9.757333333333335,-14.666666666666666 0,23 0,23C0,30.666666666666668 0,23 0,23",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[R, T, LR, 1L]_[1,37,750]_[1,38,289] [2021-09-25 010429].wav","R, T, LR, 1L","M0, 22C5.498666666666668,21.166666666666668 19.24533333333334,16.333333333333332 32.992000000000004,17C46.73866666666667,17.666666666666668 71.48266666666666,25.833333333333332 82.48,26C93.47733333333333,26.166666666666668 93.47733333333333,16.5 98.976,18C104.47466666666666,19.5 109.97333333333331,35 115.472,35C120.97066666666667,35 126.46933333333334,19.833333333333332 131.96800000000002,18C137.4666666666667,16.166666666666668 145.71466666666666,31 148.464,24C151.21333333333334,17 151.21333333333334,-17 148.464,-24C145.71466666666666,-31 137.4666666666667,-16.166666666666668 131.96800000000002,-18C126.46933333333334,-19.833333333333332 120.97066666666666,-35 115.472,-35C109.97333333333334,-35 104.47466666666666,-19.5 98.976,-18C93.47733333333333,-16.5 93.47733333333333,-26.166666666666668 82.48,-26C71.48266666666667,-25.833333333333332 46.73866666666667,-17.666666666666668 32.992000000000004,-17C19.24533333333334,-16.333333333333332 5.498666666666668,-28.5 0,-22C-5.498666666666668,-15.5 0,22 0,22C0,29.333333333333332 0,22 0,22",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
,"/Clips/Bach Mov 4 v2_[ST, HR, T]_[1,5,859]_[1,6,270] [2021-09-25 010428].wav","ST, HR, T","M0, 16C2.488,20.5 4.976000000000002,42.833333333333336 14.928,43C24.880000000000006,43.166666666666664 39.80800000000001,21.833333333333332 59.712,17C79.616,12.166666666666666 121.91200000000002,19.166666666666668 134.352,14C146.792,8.833333333333334 146.792,-8.833333333333334 134.352,-14C121.91200000000002,-19.166666666666668 79.616,-12.166666666666666 59.712,-17C39.80800000000001,-21.833333333333332 24.880000000000006,-43.166666666666664 14.928,-43C4.976000000000002,-42.833333333333336 2.488,-25.833333333333332 0,-16C-2.488,-6.166666666666667 0,16 0,16C0,21.333333333333332 0,16 0,16",Bach Movement 1,1995-12-17T08:24:00.000Z,1995-12-17T08:24:01.000Z,"path => {
      this.svgPath = path;
    }"
